time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2023/03/02/11:25:12.503590,32168,1677774312,407938383,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.011601782403886318, 0.7655713558197021, -1.5526347160339355, 0.14956654608249664, 0.9520187377929688, -1.9336676597595215, -0.16546489298343658, 0.9997257590293884, -2.0573067665100098, -0.00481517193838954, 0.7536314725875854, -1.5286952257156372, 0.0025708675384521484, -3.1027543544769287, 3.13281512260437, 1.5698167085647583, -0.0008668899536132812, -1.569514274597168, -0.01376795768737793)","(0.008933133445680141, 0.00983372051268816, -0.007029216270893812, 0.01876089908182621, 1.9035332202911377, -4.485085487365723, 0.015806788578629494, 1.714115023612976, -3.420454740524292, -0.09748216718435287, 0.011935967952013016, 0.06466859579086304, 0.04980063810944557, 0.06800071895122528, 0.05115027353167534, -0.051809702068567276, -0.08669798821210861, -0.03122774139046669, -0.04215535894036293)","(-18.05382537841797, 5.515102863311768, 45.62372589111328, -4.420679569244385, 3.7533531188964844, -0.3426460921764374, 3.6873576641082764, 1.3372118473052979, 1.7487664222717285, 19.92744255065918, 9.58121395111084, 45.62162780761719, -3.7719552516937256, -5.267693996429443, -2.8221614360809326, 0.20785506069660187, 0.08521496504545212, 0.018153153359889984, 0.07069715112447739)"
2023/03/02/11:25:12.503679,32169,1677774312,437938255,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.013141113333404064, 0.7661747932434082, -1.5555588006973267, 0.1408408284187317, 1.006840467453003, -2.0402474403381348, -0.14951841533184052, 1.030808925628662, -2.1142399311065674, -0.006290410179644823, 0.7536956071853638, -1.5297337770462036, 0.001847982406616211, -3.1049082279205322, 3.132256031036377, 1.5706385374069214, -0.00010907649993896484, -1.5695509910583496, -0.014487028121948242)","(0.0741264820098877, -0.002784768817946315, -0.11350320279598236, -0.5251293182373047, 1.5082402229309082, -3.0572917461395264, 0.941428542137146, 0.38103967905044556, -0.7187204360961914, -0.09032322466373444, 0.02513931877911091, -0.039253003895282745, -0.0215070229023695, -0.04417840391397476, -0.046263691037893295, 0.026482876390218735, 0.08241631835699081, -0.017807768657803535, -0.0626678466796875)","(-18.946462631225586, 7.237462997436523, 51.2044792175293, -2.5599372386932373, -3.086165428161621, -0.3123473823070526, 2.1038949489593506, -1.1309860944747925, 0.044763728976249695, 17.5169620513916, 8.943050384521484, 47.485923767089844, -2.004631280899048, 1.3759427070617676, 2.576432943344116, -0.07110831141471863, -0.3619345426559448, -0.026765484362840652, 0.098211370408535)"
2023/03/02/11:25:12.547714,32170,1677774312,491938127,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012294545769691467, 0.7649679183959961, -1.558003544807434, 0.09812113642692566, 1.0122344493865967, -2.0765674114227295, -0.10096613317728043, 1.024097204208374, -2.094505786895752, -0.0062326532788574696, 0.7544845342636108, -1.5340640544891357, 0.002541065216064453, -3.1041927337646484, 3.1326074600219727, 1.5703281164169312, -0.00032830238342285156, -1.569514274597168, -0.014199376106262207)","(-0.00797216221690178, 0.01838443987071514, -0.10917524993419647, -0.7601382732391357, -0.17843599617481232, 0.926698625087738, 0.8852099180221558, 0.00837971642613411, 0.32393762469291687, 0.04495472460985184, -0.051801376044750214, -0.09621730446815491, -0.0006067929207347333, -0.021577907726168633, -0.043673060834407806, 0.02034689486026764, -0.050596654415130615, -0.003615872235968709, -0.05385860055685043)","(-20.171857833862305, 3.6967594623565674, 44.650733947753906, -2.6704022884368896, 2.886728286743164, -0.008568393997848034, 4.04238748550415, 1.9983750581741333, -0.27025461196899414, 17.747529983520508, 11.611733436584473, 50.95861053466797, -3.2462894916534424, -1.988121747970581, 0.6618886590003967, -0.04740554094314575, -0.2464819997549057, -0.024893874302506447, -0.06838301569223404)"
2023/03/02/11:25:12.551172,32171,1677774312,491938127,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012294545769691467, 0.7649679183959961, -1.558003544807434, 0.09812113642692566, 1.0122344493865967, -2.0765674114227295, -0.10096613317728043, 1.024097204208374, -2.094505786895752, -0.0062326532788574696, 0.7544845342636108, -1.5340640544891357, 0.002541065216064453, -3.1041927337646484, 3.1326074600219727, 1.5703281164169312, -0.00032830238342285156, -1.569514274597168, -0.014199376106262207)","(-0.00797216221690178, 0.01838443987071514, -0.10917524993419647, -0.7601382732391357, -0.17843599617481232, 0.926698625087738, 0.8852099180221558, 0.00837971642613411, 0.32393762469291687, 0.04495472460985184, -0.051801376044750214, -0.09621730446815491, -0.0006067929207347333, -0.021577907726168633, -0.043673060834407806, 0.02034689486026764, -0.050596654415130615, -0.003615872235968709, -0.05385860055685043)","(-20.171857833862305, 3.6967594623565674, 44.650733947753906, -2.6704022884368896, 2.886728286743164, -0.008568393997848034, 4.04238748550415, 1.9983750581741333, -0.27025461196899414, 17.747529983520508, 11.611733436584473, 50.95861053466797, -3.2462894916534424, -1.988121747970581, 0.6618886590003967, -0.04740554094314575, -0.2464819997549057, -0.024893874302506447, -0.06838301569223404)"
2023/03/02/11:25:12.591381,32172,1677774312,524938063,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012294545769691467, 0.7641397714614868, -1.5589781999588013, 0.07100919634103775, 1.006264567375183, -2.0550599098205566, -0.06895112991333008, 1.0191214084625244, -2.0874111652374268, -0.0057708704844117165, 0.7541380524635315, -1.5381386280059814, 0.0014865398406982422, -3.1046721935272217, 3.1324477195739746, 1.570218563079834, -0.0006569623947143555, -1.569514274597168, -0.014355182647705078)","(-0.021534273400902748, -0.06798022985458374, -0.0895792618393898, -0.8814426064491272, -0.34235599637031555, 0.1589207500219345, 0.8292371034622192, -0.277937650680542, 0.30716589093208313, -0.009615990333259106, 0.011545385234057903, -0.16809453070163727, 0.003808253211900592, 0.032948676496744156, 0.03195188567042351, -0.014482416212558746, -0.05461377277970314, -0.03704075515270233, -0.045704010874032974)","(-20.01340103149414, 5.952358245849609, 44.95113754272461, -3.069924831390381, 1.8045681715011597, -0.48131319880485535, 1.558700442314148, 1.4951776266098022, -0.23981688916683197, 20.844472885131836, 10.625480651855469, 51.61505889892578, -1.7372667789459229, -2.6258511543273926, 0.05596689134836197, 0.13857004046440125, -0.04489820823073387, -0.0005629452061839402, 0.09818784892559052)"
2023/03/02/11:25:12.635401,32173,1677774312,554938447,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012307357043027878, 0.7622460126876831, -1.5609756708145142, 0.04451188072562218, 0.989238440990448, -2.0424044132232666, -0.04701912775635719, 1.0042002201080322, -2.0742125511169434, -0.005578415468335152, 0.7517396211624146, -1.5404716730117798, 0.0024232864379882812, -3.104480266571045, 3.132631540298462, 1.5701820850372314, -0.0014331340789794922, -1.569523811340332, -0.014271378517150879)","(0.012919154018163681, -0.08954455703496933, -0.039990976452827454, -0.9141260981559753, -1.1923567056655884, 1.6935369968414307, 0.8720948696136475, -1.1106711626052856, 1.5223722457885742, -0.00658359145745635, -0.17191079258918762, 0.03350136801600456, -0.014927192591130733, -0.011250998824834824, -0.015712223947048187, 0.027047859504818916, 0.026939118281006813, -0.011963740922510624, -0.020330365747213364)","(-21.13315773010254, 6.613574028015137, 46.927303314208984, -0.9726476073265076, -1.8674218654632568, 0.37012553215026855, 2.7662603855133057, -1.738913893699646, 2.4229819774627686, 20.262813568115234, 14.21185302734375, 50.22134017944336, -3.332390069961548, -1.8057146072387695, 0.4262523949146271, 0.04011237993836403, 0.02840499021112919, -0.0005629452061839402, 0.07276596128940582)"
2023/03/02/11:25:12.635425,32174,1677774312,581938255,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012384292669594288, 0.7598644495010376, -1.5627174377441406, 0.024025939404964447, 0.9403353333473206, -1.9635162353515625, -0.0205786544829607, 0.9568328857421875, -1.9933111667633057, -0.005584855563938618, 0.7478020191192627, -1.5401839017868042, 0.0019071102142333984, -3.1046130657196045, 3.1325197219848633, 1.570300817489624, -7.2479248046875e-05, -1.569514274597168, -0.014283299446105957)","(-0.00033951192745007575, -0.0930943563580513, 0.0018768308218568563, -0.6038423776626587, -2.2786340713500977, 4.122159481048584, 0.831068754196167, -2.1453821659088135, 4.077888488769531, 0.003966984339058399, -0.062055256217718124, -2.6356210582889616e-05, -0.021223295480012894, 0.023810522630810738, 0.013221899047493935, -0.02394222654402256, 0.035105351358652115, 0.009143506176769733, 0.03260507807135582)","(-21.286333084106445, 7.1628098487854, 48.24153137207031, -1.6402225494384766, 0.13918940722942352, 0.7604274153709412, 0.8810576796531677, 0.2365904003381729, 0.8872891068458557, 20.482900619506836, 12.914429664611816, 49.187171936035156, -2.1858952045440674, -2.195659637451172, 0.35892775654792786, 0.07475489377975464, -0.33627840876579285, -0.021150654181838036, 0.12835347652435303)"
2023/03/02/11:25:12.679843,32175,1677774312,608938319,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012140537612140179, 0.757296621799469, -1.5629891157150269, 0.010421894490718842, 0.8790446519851685, -1.834182620048523, -0.005499154329299927, 0.896595299243927, -1.868019938468933, -0.005822119303047657, 0.7463974356651306, -1.5409029722213745, 0.002179861068725586, -3.1043107509613037, 3.132671356201172, 1.5701180696487427, -0.0011408329010009766, -1.5695419311523438, -0.014139533042907715)","(-0.011705867946147919, -0.04963083937764168, -0.011419123969972134, -0.4243044853210449, -2.096273899078369, 5.055042743682861, 0.38293707370758057, -2.046943187713623, 4.692471981048584, -0.020866302773356438, -0.038454510271549225, -0.03564268350601196, 0.02222011238336563, -0.012168505229055882, -0.021388763561844826, 0.007993939332664013, -0.08496604114770889, 0.030105508863925934, -0.05978122726082802)","(-19.61197853088379, 6.885525703430176, 46.762325286865234, -3.516774892807007, 2.613294839859009, 0.19459092617034912, 2.8618030548095703, 3.223423957824707, -0.19727404415607452, 22.248838424682617, 13.0304594039917, 52.725032806396484, -3.1329996585845947, -2.441554307937622, 0.1948239505290985, 0.04922883212566376, 0.20433266460895538, 0.0031802747398614883, -0.0271170511841774)"
2023/03/02/11:25:12.683976,32176,1677774312,635938127,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012307357043027878, 0.7561025023460388, -1.5642833709716797, 0.0027204931247979403, 0.824574887752533, -1.710089921951294, 0.00446818582713604, 0.8437377214431763, -1.7485932111740112, -0.005732365883886814, 0.7447684407234192, -1.5410629510879517, 0.0022389888763427734, -3.104679584503174, 3.1323838233947754, 1.5702733993530273, -0.001305222511291504, -1.569532871246338, -0.014391183853149414)","(-0.01473103929311037, -0.016597526147961617, -0.13908617198467255, -0.23191647231578827, -2.1412713527679443, 4.349431991577148, 0.41897568106651306, -2.0967581272125244, 4.2632575035095215, 0.007726708892732859, -0.0768684446811676, -0.03458104282617569, -0.014519278891384602, -0.0063064140267670155, 0.0042732409201562405, 0.005123869515955448, 0.008142841048538685, 0.00036855036159977317, 0.02155439183115959)","(-21.735292434692383, 5.733730316162109, 45.26445770263672, -2.912275791168213, -0.6226791739463806, 0.0776817575097084, 2.978436231613159, 0.1518232673406601, -0.08152537047863007, 20.105607986450195, 12.144414901733398, 52.570701599121094, -2.8882932662963867, -1.4207884073257446, 0.7839145660400391, 0.04375895857810974, -0.09437786787748337, 0.0031802747398614883, -0.15281547605991364)"
2023/03/02/11:25:12.727678,32177,1677774312,659938383,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.012435538694262505, 0.7543628811836243, -1.5654977560043335, -0.0029836343601346016, 0.7678786516189575, -1.6040055751800537, 0.0113206896930933, 0.7889646887779236, -1.64706289768219, -0.005527098663151264, 0.7421005964279175, -1.5408871173858643, 0.0018329620361328125, -3.1044139862060547, 3.132615566253662, 1.570218563079834, -0.0007938146591186523, -1.5694961547851562, -0.014211416244506836)","(0.007603720761835575, -0.13430097699165344, -0.04152980074286461, -0.21835893392562866, -2.492656946182251, 4.643702983856201, 0.08117906749248505, -2.3761520385742188, 4.277580738067627, -0.005521278828382492, -0.13450196385383606, 0.03248041495680809, -0.019025662913918495, 0.010610957629978657, 0.019822772592306137, -0.022124074399471283, 0.019247977063059807, 0.0034300200641155243, 0.029098017141222954)","(-22.738849639892578, 7.552073955535889, 46.53054428100586, -1.8504964113235474, 0.9847911596298218, 0.16914114356040955, 1.877000331878662, 1.760719895362854, 0.5667866468429565, 18.627878189086914, 12.002015113830566, 51.932403564453125, -2.0680735111236572, -2.7150490283966064, 0.03492794185876846, 0.10392753034830093, -0.2721381187438965, -0.0005629452061839402, 0.2799215316772461)"
2023/03/02/11:25:12.771446,32178,1677774312,701938255,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.010582023300230503, 0.7472437024116516, -1.5713139772415161, -0.013104916550219059, 0.7390217781066895, -1.5514826774597168, 0.01094825379550457, 0.7405301928520203, -1.5608882904052734, -0.0071434746496379375, 0.7342637777328491, -1.5453611612319946, 0.00017404556274414062, -3.1047751903533936, 3.1324236392974854, 1.5707755088806152, 0.0011783838272094727, -1.5697059631347656, -0.014499068260192871)","(-0.027220359072089195, -0.31285014748573303, 0.36038854718208313, 0.2116364985704422, -0.659045398235321, -0.4708659052848816, -0.6796590089797974, -0.6185088753700256, 0.5557528734207153, 0.10717128217220306, -0.3751295804977417, 0.4960789680480957, -0.04788065701723099, 0.08931054919958115, -0.07023108750581741, -0.027233729138970375, 0.9753738641738892, 0.07517772912979126, -0.0962514579296112)","(-5.002308368682861, 11.114107131958008, 22.078582763671875, 3.941983461380005, 8.717447280883789, 20.38495635986328, -5.812591075897217, 12.651925086975098, 27.274486541748047, 6.9475297927856445, 10.498903274536133, 25.644962310791016, -0.015258747152984142, -1.655195951461792, 1.0447975397109985, -0.16409610211849213, -1.3881793022155762, -0.10162988305091858, 0.2948412597179413)"
2023/03/02/11:25:12.815345,32179,1677774312,731938127,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.008997886441648006, 0.7404518127441406, -1.5675110816955566, -0.015198403969407082, 0.7337301969528198, -1.5485105514526367, 0.005039770621806383, 0.7328863739967346, -1.5537456274032593, -0.013692224398255348, 0.7264589071273804, -1.5342718362808228, 0.0029392242431640625, -3.104539155960083, 3.1327593326568604, 1.570145606994629, -0.002547025680541992, -1.5697240829467773, -0.0140916109085083)","(-0.09435565769672394, -0.11354509741067886, 0.06417569518089294, 0.00020427160779945552, -0.03779981657862663, 0.19099195301532745, -0.044214703142642975, -0.12635838985443115, 0.1546372026205063, 0.03713750094175339, -0.0037810553330928087, -0.08755400776863098, -0.015886448323726654, -0.041186120361089706, 0.05645439401268959, 0.02432091534137726, 0.16534076631069183, 0.016192108392715454, -0.11119325459003448)","(-3.6448659896850586, 11.817981719970703, 22.751920700073242, 7.773850917816162, 7.524969577789307, 17.12715721130371, -10.547091484069824, 12.316460609436035, 31.197616577148438, 6.271547317504883, 8.974695205688477, 27.914384841918945, -3.740233898162842, -2.0447471141815186, -0.10813691467046738, 0.08387134224176407, 0.18600685894489288, 0.04061247408390045, 0.09243128448724747)"
2023/03/02/11:25:12.815368,32180,1677774312,758938447,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.008375754579901695, 0.7397842407226562, -1.5683420896530151, -0.015793750062584877, 0.7327768206596375, -1.5484308004379272, 0.005103981588035822, 0.7324943542480469, -1.5553914308547974, -0.013429268263280392, 0.7262280583381653, -1.5355499982833862, 0.002969026565551758, -3.1041927337646484, 3.1322479248046875, 1.570592999458313, 0.0019545555114746094, -1.5695781707763672, -0.014439105987548828)","(-0.0029948577284812927, 0.018885254859924316, -0.09127900004386902, -0.008256583474576473, -0.03268589824438095, 0.006921248510479927, -0.028425509110093117, 0.01213878858834505, -0.11307410150766373, -0.002282085595652461, -0.011030031368136406, -0.06468986719846725, 0.01590522937476635, -0.03003113716840744, -0.005589191801846027, 0.004699316807091236, -0.060942716896533966, 0.007565789390355349, -0.02161382883787155)","(-5.092100143432617, 9.972976684570312, 24.874988555908203, 7.658211708068848, 8.375988960266113, 19.114646911621094, -10.409399032592773, 10.350845336914062, 33.08222579956055, 7.366743564605713, 10.013688087463379, 30.251863479614258, -3.916966438293457, -2.3977608680725098, 0.5566939115524292, -0.07293160259723663, -0.30512455105781555, -0.028637094423174858, 0.08919412642717361)"
2023/03/02/11:25:12.863555,32181,1677774312,782938191,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.008491192944347858, 0.7404069304466248, -1.5702913999557495, -0.016453102231025696, 0.7327255606651306, -1.5491337776184082, 0.005392930470407009, 0.7330599427223206, -1.55815589427948, -0.013544714078307152, 0.7262665629386902, -1.538058876991272, 0.0018846988677978516, -3.1048712730407715, 3.132591485977173, 1.5703190565109253, 0.00189971923828125, -1.569587230682373, -0.014235377311706543)","(0.020813675597310066, 0.011302267201244831, -0.06947280466556549, -0.06326548010110855, 0.002999314107000828, -0.026146629825234413, -0.04357639700174332, 0.03624087572097778, -0.14186790585517883, -0.02179284766316414, 0.0059970892034471035, -0.11251184344291687, -0.046237215399742126, 0.011574883945286274, 0.002846907824277878, -0.0228437352925539, -0.004049586597830057, 0.0010490108979865909, 0.03567357361316681)","(-6.291086196899414, 8.597221374511719, 25.26288604736328, 7.616160869598389, 7.7193379402160645, 20.73895835876465, -9.482624053955078, 8.720695495605469, 31.815143585205078, 8.51958179473877, 8.721539497375488, 29.91146469116211, -1.9593151807785034, -1.7469792366027832, 0.4304601848125458, 0.08387134224176407, -0.3252829313278198, -0.024893874302506447, 0.05427424982190132)"
2023/03/02/11:25:12.863642,32182,1677774312,806938191,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.008504004217684269, 0.7417101263999939, -1.5733753442764282, -0.016971653327345848, 0.7325465083122253, -1.5503162145614624, 0.0051232585683465, 0.7339600324630737, -1.5606485605239868, -0.013672972097992897, 0.7260612845420837, -1.539624810218811, 0.0020248889923095703, -3.104126453399658, 3.1325676441192627, 1.5702276229858398, -0.00023686885833740234, -1.5696420669555664, -0.014235377311706543)","(0.014370864257216454, 0.03996226191520691, -0.08419892191886902, 0.031913336366415024, -0.007711369078606367, -0.01921127922832966, -0.007339609321206808, -0.01328312885016203, -0.06427557021379471, -0.0008759357151575387, -0.042036935687065125, -0.09917288273572922, -0.0034244591370224953, -0.010033448226749897, 0.00396513007581234, -0.00777400704100728, -0.1663944572210312, -0.004296279512345791, -0.02637333981692791)","(-6.428414821624756, 8.447914123535156, 24.51441192626953, 6.517587184906006, 8.008264541625977, 22.27143096923828, -8.158658027648926, 8.411438941955566, 30.808597564697266, 8.566743850708008, 10.335407257080078, 28.947444915771484, -2.7840664386749268, -2.9959394931793213, -0.032396696507930756, 0.07475489377975464, 0.24831458926200867, 0.02002476342022419, 0.047167010605335236)"
2023/03/02/11:25:12.907359,32183,1677774312,833938255,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.009222323074936867, 0.7417677640914917, -1.5742381811141968, -0.01637624017894268, 0.7335574626922607, -1.5564521551132202, 0.005091085098683834, 0.7337543368339539, -1.5624701976776123, -0.013198376633226871, 0.7265936732292175, -1.5466715097427368, 0.0011179447174072266, -3.104642629623413, 3.132551670074463, 1.5705015659332275, 0.0019452571868896484, -1.5695691108703613, -0.014367222785949707)","(0.0017489698948338628, 0.01907758228480816, -0.09599535912275314, -0.03170313686132431, 0.044387802481651306, -0.1477716714143753, 0.009114964865148067, 0.05674052983522415, -0.09002315998077393, -0.10223763436079025, 0.03770972043275833, -0.04780440032482147, 0.04146082326769829, 0.028337620198726654, -0.00823117233812809, -0.03887932375073433, 0.1509055644273758, 0.0075934529304504395, 0.004932772368192673)","(-7.331615924835205, 6.005681991577148, 28.937273025512695, 8.367816925048828, 3.8109536170959473, 20.011756896972656, -6.1938934326171875, 5.3083882331848145, 29.934476852416992, 9.279407501220703, 5.688945770263672, 21.271228790283203, -1.5922555923461914, -1.9566617012023926, 0.5524861216545105, -0.027349350973963737, -0.7467763423919678, -0.060454461723566055, 0.23386326432228088)"
2023/03/02/11:25:12.908339,32184,1677774312,863938383,,"['front_left_hip_x', 'front_left_hip_y', 'front_left_knee', 'front_right_hip_x', 'front_right_hip_y', 'front_right_knee', 'rear_left_hip_x', 'rear_left_hip_y', 'rear_left_knee', 'rear_right_hip_x', 'rear_right_hip_y', 'rear_right_knee', 'arm_joint1', 'arm_joint2', 'arm_joint3', 'arm_joint4', 'arm_joint5', 'arm_joint6', 'arm_gripper']","(0.009414765052497387, 0.7430324554443359, -1.575708270072937, -0.01650432124733925, 0.7350802421569824, -1.5599194765090942, 0.0037938363384455442, 0.7355414032936096, -1.5649309158325195, -0.014551728963851929, 0.7277607917785645, -1.5485090017318726, 0.0022020339965820312, -3.104539155960083, 3.132671356201172, 1.5702550411224365, -0.0009307861328125, -1.569596767425537, -0.014187455177307129)","(0.022893311455845833, 0.03259962052106857, -0.040473707020282745, -0.002519373083487153, 0.05382664501667023, -0.08879690617322922, 0.021670745685696602, -0.005723252426832914, -0.005749327130615711, -0.0030954412650316954, 0.011636566370725632, -0.09010639041662216, -0.053516142070293427, -0.006268163677304983, -0.009013448841869831, -0.010281091555953026, 0.17271092534065247, 8.180516306310892e-05, 0.03419839218258858)","(-8.361581802368164, 5.520434856414795, 29.79590606689453, 8.083974838256836, 3.5640530586242676, 19.255672454833984, -6.056200981140137, 4.941473484039307, 29.122905731201172, 9.06980037689209, 5.841894149780273, 22.569801330566406, -2.5574862957000732, -1.9099006652832031, 0.30843427777290344, 0.08204805105924606, -0.2153281420469284, -0.00804938469082117, 0.15177962183952332)"
